3.0000,-1.5570
3.0050,-1.5520
3.0100,-1.5450
3.0150,-1.5380
3.0200,-1.5310
3.0250,-1.5240
3.0300,-1.5160
3.0350,-1.5090
3.0400,-1.5020
3.0450,-1.4960
3.0500,-1.4900
3.0550,-1.4850
3.0600,-1.4800
3.0650,-1.4770
3.0700,-1.4750
3.0750,-1.4730
3.0800,-1.4730
3.0850,-1.4740
3.0900,-1.4760
3.0950,-1.4790
3.1000,-1.4840
3.1050,-1.4890
3.1100,-1.4950
3.1150,-1.5020
3.1200,-1.5100
3.1250,-1.5190
3.1300,-1.5280
3.1350,-1.5370
3.1400,-1.5470
3.1450,-1.5560
3.1500,-1.5660
3.1550,-1.5750
3.1600,-1.5840
3.1650,-1.5930
3.1700,-1.6000
3.1750,-1.6070
3.1800,-1.6130
3.1850,-1.6180
3.1900,-1.6220
3.1950,-1.6250
3.2000,-1.6270
3.2050,-1.6280
3.2100,-1.6270
3.2150,-1.6260
3.2200,-1.6230
3.2250,-1.6200
3.2300,-1.6150
3.2350,-1.6100
3.2400,-1.6050
3.2450,-1.5990
3.2500,-1.5920
3.2550,-1.5860
3.2600,-1.5790
3.2650,-1.5730
3.2700,-1.5660
3.2750,-1.5610
3.2800,-1.5550
3.2850,-1.5510
3.2900,-1.5470
3.2950,-1.5440
3.3000,-1.5420
3.3050,-1.5400
3.3100,-1.5400
3.3150,-1.5410
3.3200,-1.5430
3.3250,-1.5460
3.3300,-1.5500
3.3350,-1.5550
3.3400,-1.5610
3.3450,-1.5670
3.3500,-1.5740
3.3550,-1.5820
3.3600,-1.5900
3.3650,-1.5980
3.3700,-1.6070
3.3750,-1.6150
3.3800,-1.6240
3.3850,-1.6320
3.3900,-1.6400
3.3950,-1.6470
3.4000,-1.6540
3.4050,-1.6590
3.4100,-1.6640
3.4150,-1.6680
3.4200,-1.6710
3.4250,-1.6730
3.4300,-1.6740
3.4350,-1.6730
3.4400,-1.6720
3.4450,-1.6700
3.4500,-1.6670
3.4550,-1.6630
3.4600,-1.6580
3.4650,-1.6520
3.4700,-1.6460
3.4750,-1.6400
3.4800,-1.6330
3.4850,-1.6260
3.4900,-1.6200
3.4950,-1.6130
3.5000,-1.6060
3.5050,-1.6000
3.5100,-1.5950
3.5150,-1.5900
3.5200,-1.5860
3.5250,-1.5830
3.5300,-1.5800
3.5350,-1.5780
3.5400,-1.5780
3.5450,-1.5780
3.5500,-1.5790
3.5550,-1.5810
3.5600,-1.5850
3.5650,-1.5880
3.5700,-1.5930
3.5750,-1.5980
3.5800,-1.6040
3.5850,-1.6100
3.5900,-1.6170
3.5950,-1.6240
3.6000,-1.6310
3.6050,-1.6380
3.6100,-1.6440
3.6150,-1.6500
3.6200,-1.6560
3.6250,-1.6620
3.6300,-1.6660
3.6350,-1.6700
3.6400,-1.6730
3.6450,-1.6750
3.6500,-1.6760
3.6550,-1.6760
3.6600,-1.6750
3.6650,-1.6730
3.6700,-1.6710
3.6750,-1.6670
3.6800,-1.6620
3.6850,-1.6570
3.6900,-1.6510
3.6950,-1.6440
3.7000,-1.6370
3.7050,-1.6300
3.7100,-1.6220
3.7150,-1.6150
3.7200,-1.6070
3.7250,-1.6000
3.7300,-1.5930
3.7350,-1.5860
3.7400,-1.5800
3.7450,-1.5740
3.7500,-1.5700
3.7550,-1.5660
3.7600,-1.5620
3.7650,-1.5600
3.7700,-1.5590
3.7750,-1.5580
3.7800,-1.5580
3.7850,-1.5600
3.7900,-1.5610
3.7950,-1.5640
3.8000,-1.5680
3.8050,-1.5710
3.8100,-1.5760
3.8150,-1.5800
3.8200,-1.5850
3.8250,-1.5900
3.8300,-1.5950
3.8350,-1.6000
3.8400,-1.6050
3.8450,-1.6090
3.8500,-1.6130
3.8550,-1.6160
3.8600,-1.6180
3.8650,-1.6200
3.8700,-1.6210
3.8750,-1.6210
3.8800,-1.6200
3.8850,-1.6180
3.8900,-1.6150
3.8950,-1.6120
3.9000,-1.6070
3.9050,-1.6020
3.9100,-1.5950
3.9150,-1.5890
3.9200,-1.5810
3.9250,-1.5740
3.9300,-1.5650
3.9350,-1.5570
3.9400,-1.5490
3.9450,-1.5400
3.9500,-1.5320
3.9550,-1.5240
3.9600,-1.5160
3.9650,-1.5090
3.9700,-1.5030
3.9750,-1.4970
3.9800,-1.4920
3.9850,-1.4870
3.9900,-1.4840
3.9950,-1.4810
4.0000,-1.4790
4.0050,-1.4780
4.0100,-1.4780
4.0150,-1.4780
4.0200,-1.4790
4.0250,-1.4810
4.0300,-1.4840
4.0350,-1.4870
4.0400,-1.4900
4.0450,-1.4930
4.0500,-1.4970
4.0550,-1.5000
4.0600,-1.5040
4.0650,-1.5070
4.0700,-1.5100
4.0750,-1.5130
4.0800,-1.5150
4.0850,-1.5160
4.0900,-1.5170
4.0950,-1.5170
4.1000,-1.5160
4.1050,-1.5140
4.1100,-1.5110
4.1150,-1.5080
4.1200,-1.5030
4.1250,-1.4980
4.1300,-1.4920
4.1350,-1.4860
4.1400,-1.4790
4.1450,-1.4710
4.1500,-1.4630
4.1550,-1.4540
4.1600,-1.4460
4.1650,-1.4370
4.1700,-1.4280
4.1750,-1.4200
4.1800,-1.4110
4.1850,-1.4030
4.1900,-1.3960
4.1950,-1.3890
4.2000,-1.3830
4.2050,-1.3770
4.2100,-1.3720
4.2150,-1.3680
4.2200,-1.3650
4.2250,-1.3620
4.2300,-1.3610
4.2350,-1.3600
4.2400,-1.3600
4.2450,-1.3610
4.2500,-1.3620
4.2550,-1.3640
4.2600,-1.3660
4.2650,-1.3680
4.2700,-1.3710
4.2750,-1.3740
4.2800,-1.3770
4.2850,-1.3800
4.2900,-1.3830
4.2950,-1.3860
4.3000,-1.3880
4.3050,-1.3890
4.3100,-1.3900
4.3150,-1.3910
4.3200,-1.3900
4.3250,-1.3890
4.3300,-1.3870
4.3350,-1.3840
4.3400,-1.3810
4.3450,-1.3770
4.3500,-1.3720
4.3550,-1.3660
4.3600,-1.3590
4.3650,-1.3520
4.3700,-1.3450
4.3750,-1.3370
4.3800,-1.3290
4.3850,-1.3210
4.3900,-1.3120
4.3950,-1.3040
4.4000,-1.2960
4.4050,-1.2880
4.4100,-1.2810
4.4150,-1.2740
4.4200,-1.2680
4.4250,-1.2620
4.4300,-1.2570
4.4350,-1.2530
4.4400,-1.2490
4.4450,-1.2470
4.4500,-1.2450
4.4550,-1.2440
4.4600,-1.2440
4.4650,-1.2440
4.4700,-1.2450
4.4750,-1.2470
4.4800,-1.2500
4.4850,-1.2520
4.4900,-1.2560
4.4950,-1.2590
4.5000,-1.2630
4.5050,-1.2660
4.5100,-1.2700
4.5150,-1.2730
4.5200,-1.2770
4.5250,-1.2790
4.5300,-1.2820
4.5350,-1.2830
4.5400,-1.2840
4.5450,-1.2850
4.5500,-1.2850
4.5550,-1.2830
4.5600,-1.2820
4.5650,-1.2790
4.5700,-1.2760
4.5750,-1.2720
4.5800,-1.2670
4.5850,-1.2620
4.5900,-1.2560
4.5950,-1.2500
4.6000,-1.2430
4.6050,-1.2360
4.6100,-1.2300
4.6150,-1.2230
4.6200,-1.2160
4.6250,-1.2100
4.6300,-1.2040
4.6350,-1.1980
4.6400,-1.1930
4.6450,-1.1880
4.6500,-1.1850
4.6550,-1.1820
4.6600,-1.1800
4.6650,-1.1780
4.6700,-1.1780
4.6750,-1.1780
4.6800,-1.1800
4.6850,-1.1820
4.6900,-1.1850
4.6950,-1.1880
4.7000,-1.1930
4.7050,-1.1970
4.7100,-1.2030
4.7150,-1.2080
4.7200,-1.2140
4.7250,-1.2210
4.7300,-1.2270
4.7350,-1.2330
4.7400,-1.2390
4.7450,-1.2450
4.7500,-1.2500
4.7550,-1.2550
4.7600,-1.2600
4.7650,-1.2640
4.7700,-1.2670
4.7750,-1.2690
4.7800,-1.2710
4.7850,-1.2720
4.7900,-1.2720
4.7950,-1.2720
4.8000,-1.2710
4.8050,-1.2700
4.8100,-1.2680
4.8150,-1.2650
4.8200,-1.2630
4.8250,-1.2600
4.8300,-1.2570
4.8350,-1.2540
4.8400,-1.2510
4.8450,-1.2490
4.8500,-1.2470
4.8550,-1.2450
4.8600,-1.2440
4.8650,-1.2440
4.8700,-1.2440
4.8750,-1.2460
4.8800,-1.2480
4.8850,-1.2520
4.8900,-1.2560
4.8950,-1.2620
4.9000,-1.2690
4.9050,-1.2760
4.9100,-1.2850
4.9150,-1.2940
4.9200,-1.3050
4.9250,-1.3160
4.9300,-1.3290
4.9350,-1.3410
4.9400,-1.3550
4.9450,-1.3690
4.9500,-1.3830
4.9550,-1.3970
4.9600,-1.4120
4.9650,-1.4270
4.9700,-1.4410
4.9750,-1.4560
4.9800,-1.4700
4.9850,-1.4840
4.9900,-1.4970
4.9950,-1.5100
5.0000,-1.5230
5.0050,-1.5350
5.0100,-1.5460
5.0150,-1.5570
5.0200,-1.5680
5.0250,-1.5790
5.0300,-1.5890
5.0350,-1.5990
5.0400,-1.6100
5.0450,-1.6200
5.0500,-1.6310
5.0550,-1.6420
5.0600,-1.6530
5.0650,-1.6660
5.0700,-1.6790
5.0750,-1.6930
5.0800,-1.7090
5.0850,-1.7260
5.0900,-1.7440
5.0950,-1.7640
5.1000,-1.7860
5.1050,-1.8100
5.1100,-1.8360
5.1150,-1.8630
5.1200,-1.8930
5.1250,-1.9250
5.1300,-1.9590
5.1350,-1.9950
5.1400,-2.0330
5.1450,-2.0740
5.1500,-2.1170
5.1550,-2.1620
5.1600,-2.2090
5.1650,-2.2580
5.1700,-2.3090
5.1750,-2.3620
5.1800,-2.4170
5.1850,-2.4740
5.1900,-2.5330
5.1950,-2.5940
5.2000,-2.6560
5.2050,-2.7200
5.2100,-2.7870
5.2150,-2.8550
5.2200,-2.9250
5.2250,-2.9970
5.2300,-3.0720
5.2350,-3.1490
5.2400,-3.2280
5.2450,-3.3100
5.2500,-3.3960
5.2550,-3.4850
5.2600,-3.5770
5.2650,-3.6740
5.2700,-3.7750
5.2750,-3.8820
5.2800,-3.9930
5.2850,-4.1110
5.2900,-4.2350
5.2950,-4.3660
5.3000,-4.5040
5.3050,-4.6510
5.3100,-4.8070
5.3150,-4.9720
5.3200,-5.1470
5.3250,-5.3340
5.3300,-5.5320
5.3350,-5.7420
5.3400,-5.9660
5.3450,-6.2040
5.3500,-6.4570
5.3550,-6.7260
5.3600,-7.0110
5.3650,-7.3140
5.3700,-7.6350
5.3750,-7.9750
5.3800,-8.3350
5.3850,-8.7160
5.3900,-9.1170
5.3950,-9.5390
5.4000,-9.9810
5.4050,-10.4420
5.4100,-10.9190
5.4150,-11.4080
5.4200,-11.9030
5.4250,-12.3950
5.4300,-12.8720
5.4350,-13.3180
5.4400,-13.7130
5.4450,-14.0370
5.4500,-14.2670
5.4550,-14.3860
5.4600,-14.3870
5.4650,-14.2700
5.4700,-14.0460
5.4750,-13.7350
5.4800,-13.3570
5.4850,-12.9350
5.4900,-12.4860
5.4950,-12.0270
5.5000,-11.5660
5.5050,-11.1140
5.5100,-10.6750
5.5150,-10.2520
5.5200,-9.8480
5.5250,-9.4650
5.5300,-9.1010
5.5350,-8.7580
5.5400,-8.4350
5.5450,-8.1300
5.5500,-7.8440
5.5550,-7.5760
5.5600,-7.3240
5.5650,-7.0870
5.5700,-6.8660
5.5750,-6.6580
5.5800,-6.4630
5.5850,-6.2800
5.5900,-6.1080
5.5950,-5.9460
5.6000,-5.7950
5.6050,-5.6520
5.6100,-5.5180
5.6150,-5.3910
5.6200,-5.2710
5.6250,-5.1590
5.6300,-5.0520
5.6350,-4.9510
5.6400,-4.8560
5.6450,-4.7650
5.6500,-4.6800
5.6550,-4.6000
5.6600,-4.5240
5.6650,-4.4530
5.6700,-4.3870
5.6750,-4.3260
5.6800,-4.2700
5.6850,-4.2190
5.6900,-4.1740
5.6950,-4.1340
5.7000,-4.1010
5.7050,-4.0740
5.7100,-4.0540
5.7150,-4.0410
5.7200,-4.0360
5.7250,-4.0400
5.7300,-4.0520
5.7350,-4.0740
5.7400,-4.1060
5.7450,-4.1490
5.7500,-4.2030
5.7550,-4.2690
5.7600,-4.3480
5.7650,-4.4400
5.7700,-4.5470
5.7750,-4.6690
5.7800,-4.8080
5.7850,-4.9630
5.7900,-5.1370
5.7950,-5.3310
5.8000,-5.5450
5.8050,-5.7810
5.8100,-6.0420
5.8150,-6.3280
5.8200,-6.6420
5.8250,-6.9860
5.8300,-7.3630
5.8350,-7.7760
5.8400,-8.2290
5.8450,-8.7250
5.8500,-9.2700
5.8550,-9.8690
5.8600,-10.5290
5.8650,-11.2580
5.8700,-12.0640
5.8750,-12.9570
5.8800,-13.9460
5.8850,-15.0350
5.8900,-16.2150
5.8950,-17.4450
5.9000,-18.6150
5.9050,-19.5030
5.9100,-19.8190
5.9150,-19.4190
5.9200,-18.4640
5.9250,-17.2440
5.9300,-15.9740
5.9350,-14.7590
5.9400,-13.6360
5.9450,-12.6130
5.9500,-11.6850
5.9550,-10.8440
5.9600,-10.0790
5.9650,-9.3820
5.9700,-8.7450
5.9750,-8.1630
5.9800,-7.6280
5.9850,-7.1370
5.9900,-6.6840
5.9950,-6.2670
6.0000,-5.8830
6.0050,-5.5280
6.0100,-5.2000
6.0150,-4.8970
6.0200,-4.6170
6.0250,-4.3590
6.0300,-4.1210
6.0350,-3.9010
6.0400,-3.6990
6.0450,-3.5130
6.0500,-3.3410
6.0550,-3.1840
6.0600,-3.0400
6.0650,-2.9070
6.0700,-2.7860
6.0750,-2.6750
6.0800,-2.5740
6.0850,-2.4810
6.0900,-2.3970
6.0950,-2.3200
6.1000,-2.2490
6.1050,-2.1840
6.1100,-2.1250
6.1150,-2.0700
6.1200,-2.0200
6.1250,-1.9730
